,cohens_d
620,-1.6168260645456463
621,-1.2157556657687654
622,-1.6044028100996797
623,-1.4260984788600894
624,-1.2700186796710706
625,-1.0540281353176582
626,-1.3603901831041876
627,-1.8157525955770633
628,-1.8134057887465975
629,-0.15369167236099182
630,-0.5251143605092962
631,-1.8242094380414275
632,-1.393419214198921
633,-1.1725724374080337
634,-1.2332484774523402
635,-1.7166754424833706
636,-1.0306413205337135
637,-1.2262955558647115
638,-1.2988992685600689
639,-1.4039045391018015
640,-0.445498080419124
641,-1.2633104501633707
642,-0.5892082642030476
643,-1.4651685522104945
644,-1.4507852714907115
645,-0.5923803152383539
646,-1.346419579739979
647,-1.6358090793271942
648,-1.5493900548173944
649,-1.3382038635660556
650,-1.333740734517171
651,-1.368169411776874
652,-1.3872985955762858
653,-1.7470809119569088
654,-2.0754434977206686
655,0.4343529035613199
656,-1.2025450040088574
657,-1.8527608234498212
658,-1.540033875199925
659,-0.1735734086349742
660,-0.9801885230475721
661,-0.9673730556802517
662,-1.4895242522482475
663,-1.7744724511430008
664,-1.39132983018775
665,-1.518759726420374
666,-0.9478537381318304
667,-0.6247036597424207
668,-1.6012663423663156
669,-1.4663103246853726
670,-1.2822048507415642
671,-1.7927151044785024
672,-1.5127647334952317
673,-1.3971899474522946
674,-1.5501678316431697
675,0.7287843571183903
676,-1.631971382242395
677,0.7252296188422899
678,-1.471618972450784
679,-0.43899794935643743
680,-1.4381861284106525
681,-1.7661107986165714
682,-1.6909100003210678
683,-1.6510047306047233
684,-1.2929383941197345
685,-1.4282548464972524
686,-1.5801687684039336
687,-0.7831738408905621
688,-1.569229852253535
689,-0.10163672039029982
690,-1.400935641336151
691,-0.2870072965218085
692,-2.172017060745031
693,-1.2880356839689915
694,-1.3410120343538803
695,-1.3969078199332174
696,-1.8852313554298348
697,-1.4957998133081476
698,-0.21500724521077944
699,-1.3836290912824636
700,-0.15621485696729046
701,-1.0459707862270176
702,-1.7126092271993272
703,-1.297250774012144
704,-1.621577870410809
705,-1.001654454151277
706,-1.0831341798298229
707,-1.7273005544820543
708,-1.141432416622139
709,-1.2544036970628927
710,-1.4578809851698549
711,-1.5064043894149508
712,-1.4512858308978978
713,-1.0790703564843125
714,0.4851567262052835
715,-1.7796854441214012
716,-1.3823149748198083
717,-1.657039065414775
718,-1.3090880450319327
719,-1.6406555196752932
720,-1.9576904566733604
721,-1.2990967082508142
722,-1.2523817106208082
723,-1.147881337536742
724,-1.95145591826722
725,-1.5116589489256966
726,-1.4278128696207708
727,-1.9781613248220478
728,-0.8473054225281156
729,-1.6732465967153007
730,-0.4652630767398959
731,-1.7276547535406506
732,-0.933789635100029
733,-1.2210712578777252
734,-2.237861536903498
735,-1.6935927997322204
736,-1.0669681740859194
737,-1.843952293011586
738,-1.4995662205995854
739,0.2121080166740433
740,-2.0488503847156014
741,-1.6058489384587438
742,-1.4332865125736935
743,-1.5151967414736236
744,-0.08487550421027473
745,-2.1511425573648664
746,-1.1320151647751568
747,-1.0030490139169104
748,-1.2575186528448807
749,-1.5919166535261844
750,-1.2620644033794521
751,-1.2872793349026297
752,-1.4739683450159717
753,-1.436508368943234
754,-1.266785929323265
755,-1.657428787243662
756,-1.696341186959029
757,-1.4093285214441602
758,-1.0476084415930325
759,-1.6119956558941584
760,-1.5131923945622836
761,-1.5870094473393515
762,-1.2952172616371318
763,-1.846268998345272
764,-1.8658842847418602
765,-1.4448629828891364
766,-1.4112134120621211
767,-0.7764452569235468
768,-2.1758868373889513
769,0.2700127587091882
770,-1.5883612799132543
771,-1.2517333056218745
772,-1.4982580756271984
773,-1.3585879866257966
774,-0.7433817344143124
775,-1.3515022588652197
776,-1.4458544285010022
777,-1.3851405516672384
778,0.45785833243452967
779,-1.4569903479491801
780,0.6841453348189365
781,-1.8424393950545823
782,-0.6102110444435482
783,-1.3974765356274437
784,-1.6380610567680935
785,-1.473922144209117
786,-1.599757527092717
787,-1.3617337302672474
788,-1.0106764827698
789,-1.4810011130374257
790,-0.3534232953403312
791,-1.700269737123632
792,-1.309647252828084
793,-1.380743507822398
794,-1.6852622601550404
795,-1.6509477644237824
796,-1.2414829714871622
797,-1.9206679387607677
798,-1.6924150139874607
799,-1.2936743602694922
800,-1.4520376926518315
801,-1.1720887836200848
802,-2.226804574454378
803,-0.9339038330860421
804,-1.8148784298156868
805,-0.8396101783436597
806,-1.6218197879890908
807,-1.5894128636551696
808,-1.1552475542488856
809,-1.7850309403765083
