neuron,cohens_d
1424,-1.6649989
1425,-1.1799526
1426,-0.47788647
1427,-2.0349092
1428,-0.3031758
1429,-0.84777296
1430,-1.3024685
1431,-2.193836
1432,-0.7459946
1433,-1.4263774
1434,-1.2514703
1435,0.15902285
1436,-0.8930455
1437,-1.873958
1438,-2.0945287
1439,-2.0282948
1440,-1.2951841
1441,-1.5467238
1442,-2.0067782
1443,-0.92555696
1444,-0.49257767
1445,-1.2480963
1446,-2.26523
1447,-1.5838114
1448,-0.26980186
1449,-1.4017712
1450,-1.4612592
1451,-1.7448976
1452,0.24730222
1453,-0.61066157
1454,-1.594423
1455,-0.397768
1456,-1.6027557
1457,-1.035079
1458,-1.1477262
1459,-0.4607949
1460,-0.94170547
1461,-1.9898499
1462,-1.3545022
1463,-0.60091954
1464,-0.29522008
1465,-0.5420872
1466,-1.8025633
1467,-0.74602497
1468,-2.0483463
1469,-0.24076766
1470,-0.8570239
1471,-0.35985687
1472,-1.1906528
1473,-1.9078194
1474,-0.89471793
1475,0.15742226
1476,-1.5406053
1477,-0.15387991
1478,-0.9656369
1479,-1.4187984
1480,-1.0433607
1481,-1.9258981
1482,-0.2705193
1483,-1.2257271
1484,-0.65926373
1485,-1.3137524
1486,-0.0026136036
1487,-1.403564
1488,-1.7199936
1489,-1.9201105
1490,-0.04137039
1491,-0.5842022
1492,0.121671714
1493,-1.899691
1494,-0.98509294
1495,-1.2053701
1496,-0.17254664
1497,-1.6139548
1498,-2.0706627
1499,-1.6902387
1500,-1.8056335
1501,-2.2736237
1502,-1.9076525
1503,-0.9443033
1504,-1.3754952
1505,-1.7669744
1506,-1.4019364
1507,-1.9406964
1508,-1.58697
1509,-0.43589878
1510,-0.75475466
1511,-1.8658628
1512,-1.9694037
1513,-1.0485201
1514,-1.8147924
1515,-1.8442312
1516,-0.0957543
1517,-2.1357546
1518,0.08301986
1519,-0.996367
1520,-0.6155969
1521,0.26353753
1522,-1.8451929
1523,-0.21797623
1524,-2.1571035
1525,-1.4712799
